CustID,usageCount,Tier1Cust,premierlastActivated,premierServiceEligible
eipk233723,677,No,03-2023,No
eipk233724,650,No,10-2019,No
eipk233725,816,No,11-2022,No
eipk233726,546,No,03-2021,No
eipk233727,502,No,05-2018,No
eipk233728,986,No,08-2021,No
eipk233729,602,No,04-2020,No
eipk233730,772,No,08-2019,No
eipk233731,521,No,01-2023,No
eipk233732,615,No,03-2020,No
eipk233733,846,No,10-2022,No
eipk233734,899,No,11-2023,No
eipk233735,963,No,12-2023,No
eipk233736,603,No,01-2022,No
eipk233737,758,No,04-2020,No
eipk233738,807,No,12-2020,No
eipk233739,866,No,06-2019,No
eipk233740,916,No,11-2023,No
eipk233741,797,No,03-2024,No
eipk233742,629,No,05-2020,No
eipk233743,794,No,06-2018,No
eipk233744,801,No,06-2020,No
eipk233745,547,No,02-2023,No
eipk233746,526,No,04-2023,No
eipk233747,514,No,10-2023,No
eipk233748,762,No,06-2020,No
eipk233749,864,No,05-2020,No
eipk233750,940,No,11-2018,No
eipk233751,797,No,03-2022,No
eipk233752,764,No,04-2018,No
eipk233753,860,No,09-2020,No
eipk233754,633,No,11-2019,No
eipk233755,940,No,01-2019,No
eipk233756,575,No,09-2023,No
eipk233757,529,No,03-2022,No
eipk233758,938,No,09-2022,No
eipk233759,839,No,11-2021,No
eipk233760,625,No,01-2022,No
eipk233761,583,No,11-2018,No
eipk233762,553,No,05-2018,No
eipk233763,865,No,06-2019,No
eipk233764,782,No,09-2021,No
eipk233765,839,No,02-2018,No
eipk233766,942,No,06-2022,No
eipk233767,762,No,11-2022,No
eipk233768,923,No,11-2022,No
eipk233769,859,No,11-2023,No
eipk233770,721,No,07-2022,No
eipk233771,827,No,05-2018,No
eipk233772,501,No,07-2022,No
eipk233773,897,No,02-2023,No
eipk233774,893,No,07-2020,No
eipk233775,805,No,05-2021,No
eipk233776,645,No,07-2023,No
eipk233777,517,No,09-2022,No
eipk233778,515,No,04-2023,No
eipk233779,807,No,01-2019,No
eipk233780,952,No,05-2021,No
eipk233781,935,No,05-2024,No
eipk233782,658,No,12-2023,No
eipk233783,984,No,10-2022,No
eipk233784,839,No,10-2020,No
eipk233785,906,No,08-2019,No
eipk233786,851,No,04-2024,No
eipk233787,797,No,01-2022,No
eipk233788,708,No,12-2018,No
eipk233789,945,No,01-2018,No
eipk233790,704,No,08-2020,No
eipk233791,612,No,12-2023,No
eipk233792,677,No,10-2021,No
eipk233793,960,No,01-2020,No
eipk233794,708,No,06-2021,No
eipk233795,623,No,08-2019,No
eipk233796,514,No,04-2023,No
eipk233797,845,No,04-2022,No
eipk233798,927,No,11-2019,No
eipk233799,975,No,09-2019,No
eipk233800,797,No,02-2019,No
eipk233801,544,No,08-2021,No
eipk233802,593,No,12-2021,No
eipk233803,606,No,05-2024,No
eipk233804,918,No,06-2022,No
eipk233805,777,No,09-2020,No
eipk233806,627,No,12-2022,No
eipk233807,957,No,04-2021,No
eipk233808,958,No,04-2020,No
eipk233809,537,No,08-2022,No
eipk233810,596,No,07-2020,No
eipk233811,697,No,11-2020,No
eipk233812,691,No,10-2021,No
eipk233813,856,No,03-2021,No
eipk233814,506,No,01-2018,No
eipk233815,543,No,04-2020,No
eipk233816,831,No,03-2024,No
eipk233817,506,No,04-2024,No
eipk233818,693,No,11-2021,No
eipk233819,815,No,08-2021,No
eipk233820,500,No,03-2021,No
eipk233821,561,No,08-2022,No
eipk233822,842,No,01-2022,No
eipk233823,588,No,11-2022,No
eipk233824,517,No,02-2022,No
eipk233825,607,No,03-2020,No
eipk233826,634,No,11-2018,No
eipk233827,870,No,04-2023,No
eipk233828,809,No,08-2018,No
eipk233829,566,No,10-2023,No
eipk233830,592,No,07-2023,No
eipk233831,637,No,06-2020,No
eipk233832,688,No,05-2018,No
eipk233833,558,No,08-2018,No
eipk233834,686,No,09-2019,No
eipk233835,734,No,01-2019,No
eipk233836,568,No,03-2018,No
eipk233837,946,No,08-2019,No
eipk233838,597,No,03-2023,No
eipk233839,507,No,04-2020,No
eipk233840,961,No,04-2022,No
eipk233841,987,No,03-2022,No
eipk233842,810,No,06-2020,No
eipk233843,633,No,11-2019,No
eipk233844,884,No,12-2021,No
eipk233845,555,No,05-2022,No
eipk233846,980,No,03-2023,No
eipk233847,859,No,04-2020,No
eipk233848,958,No,02-2020,No
eipk233849,613,No,11-2019,No
eipk233850,587,No,04-2020,No
eipk233851,637,No,03-2021,No
eipk233852,607,No,08-2023,No
eipk233853,999,No,01-2023,No
eipk233854,522,No,01-2021,No
eipk233855,643,No,04-2024,No
eipk233856,856,No,05-2020,No
eipk233857,643,No,09-2018,No
eipk233858,555,No,10-2022,No
eipk233859,607,No,05-2022,No
eipk233860,850,No,01-2018,No
eipk233861,505,No,01-2019,No
eipk233862,529,No,05-2019,No
eipk233863,946,No,05-2018,No
eipk233864,984,No,02-2018,No
eipk233865,884,No,05-2021,No
eipk233866,806,No,02-2024,No
eipk233867,861,No,10-2023,No
eipk233868,844,No,10-2022,No
eipk233869,626,No,06-2022,No
eipk233870,801,No,04-2018,No
eipk233871,620,No,12-2022,No
eipk233872,904,No,05-2020,No
eipk233873,598,No,09-2019,No
eipk233874,665,No,08-2022,No
eipk233875,824,No,06-2021,No
eipk233876,818,No,05-2021,No
eipk233877,740,No,01-2023,No
eipk233878,549,No,04-2024,No
eipk233879,767,No,05-2024,No
eipk233880,824,No,03-2020,No
eipk233881,572,No,04-2023,No
eipk233882,799,No,10-2023,No
eipk233883,551,No,01-2022,No
eipk233884,764,No,01-2022,No
eipk233885,726,No,02-2021,No
eipk233886,692,No,01-2019,No
eipk233887,873,No,06-2023,No
eipk233888,738,No,10-2022,No
eipk233889,509,No,08-2018,No
eipk233890,801,No,04-2018,No
eipk233891,858,No,03-2020,No
eipk233892,727,No,07-2023,No
eipk233893,941,No,02-2019,No
eipk233894,792,No,08-2022,No
eipk233895,551,No,04-2021,No
eipk233896,739,No,02-2022,No
eipk233897,598,No,04-2024,No
eipk233898,580,No,03-2019,No
eipk233899,512,No,03-2018,No
eipk233900,889,No,03-2021,No
eipk233901,941,No,12-2021,No
eipk233902,856,No,07-2023,No
eipk233903,627,No,10-2020,No
eipk233904,803,No,01-2021,No
eipk233905,915,No,09-2022,No
eipk233906,510,No,11-2022,No
eipk233907,580,No,05-2021,No
eipk233908,760,No,11-2020,No
eipk233909,505,No,07-2023,No
eipk233910,957,No,05-2020,No
eipk233911,872,No,08-2020,No
eipk233912,980,No,01-2024,No
eipk233913,721,No,12-2022,No
eipk233914,904,No,02-2024,No
eipk233915,797,No,08-2018,No
eipk233916,580,No,08-2021,No
eipk233917,910,No,06-2019,No
eipk233918,502,No,08-2023,No
eipk233919,559,No,05-2018,No
eipk233920,720,No,09-2021,No
eipk233921,949,No,05-2022,No
eipk233922,848,No,11-2022,No
eipk233923,548,No,11-2021,No
eipk233924,727,No,12-2018,No
eipk233925,789,No,03-2024,No
eipk233926,792,No,02-2020,No
eipk233927,797,No,12-2022,No
eipk233928,692,No,01-2024,No
eipk233929,943,No,05-2021,No
eipk233930,973,No,01-2023,No
eipk233931,756,No,12-2022,No
eipk233932,942,No,01-2019,No
eipk233933,887,No,12-2023,No
eipk233934,602,No,01-2024,No
eipk233935,897,No,08-2023,No
eipk233936,865,No,08-2020,No
eipk233937,645,No,12-2022,No
eipk233938,789,No,01-2021,No
eipk233939,756,No,10-2020,No
eipk233940,808,No,12-2020,No
eipk233941,777,No,12-2021,No
eipk233942,963,No,06-2018,No
eipk233943,688,No,07-2022,No
eipk233944,905,No,09-2023,No
eipk233945,677,No,07-2021,No
eipk233946,515,No,05-2020,No
eipk233947,911,No,08-2023,No
eipk233948,975,No,06-2018,No
eipk233949,874,No,06-2022,No
eipk233950,585,No,10-2019,No
eipk233951,747,No,08-2021,No
eipk233952,953,No,08-2018,No
eipk233953,716,No,09-2019,No
eipk233954,541,No,09-2020,No
eipk233955,693,No,07-2018,No
eipk233956,826,No,09-2023,No
eipk233957,872,No,05-2024,No
eipk233958,964,No,05-2022,No
eipk233959,662,No,02-2021,No
eipk233960,775,No,05-2022,No
eipk233961,863,No,11-2019,No
eipk233962,629,No,12-2020,No
eipk233963,762,No,06-2020,No
eipk233964,979,No,05-2021,No
eipk233965,676,No,08-2020,No
eipk233966,966,No,01-2022,No
eipk233967,959,No,10-2020,No
eipk233968,764,No,12-2023,No
eipk233969,526,No,07-2022,No
eipk233970,961,No,09-2021,No
eipk233971,885,No,12-2019,No
eipk233972,584,No,04-2019,No
eipk233973,695,No,02-2020,No
eipk233974,815,No,02-2019,No
eipk233975,742,No,12-2021,No
eipk233976,968,No,05-2022,No
eipk233977,867,No,05-2018,No
eipk233978,841,No,08-2020,No
eipk233979,676,No,08-2023,No
eipk233980,629,No,01-2023,No
eipk233981,644,No,09-2018,No
eipk233982,582,No,01-2018,No
eipk233983,859,No,11-2023,No
eipk233984,587,No,02-2024,No
eipk233985,519,No,07-2018,No
eipk233986,729,No,05-2020,No
eipk233987,959,No,09-2021,No
eipk233988,972,No,06-2021,No
eipk233989,625,No,09-2022,No
eipk233990,970,No,04-2021,No
eipk233991,997,No,04-2022,No
eipk233992,853,No,10-2022,No
eipk233993,915,No,01-2018,No
eipk233994,550,No,05-2021,No
eipk233995,587,No,08-2018,No
eipk233996,669,No,05-2020,No
eipk233997,562,No,05-2023,No
eipk233998,588,No,07-2022,No
eipk233999,688,No,11-2020,No
eipk234000,689,No,12-2022,No
eipk234001,886,No,02-2021,No
eipk234002,588,No,02-2023,No
eipk234003,847,No,10-2022,No
eipk234004,831,No,05-2019,No
eipk234005,525,No,12-2018,No
eipk234006,675,No,10-2022,No
eipk234007,863,No,11-2018,No
eipk234008,763,No,02-2020,No
eipk234009,888,No,12-2019,No
eipk234010,894,No,04-2019,No
eipk234011,541,No,10-2021,No
eipk234012,982,No,07-2018,No
eipk234013,974,No,08-2020,No
eipk234014,618,No,07-2022,No
eipk234015,668,No,07-2021,No
eipk234016,607,No,12-2021,No
eipk234017,985,No,03-2024,No
eipk234018,646,No,08-2022,No
eipk234019,675,No,08-2023,No
eipk234020,936,No,10-2018,No
eipk234021,938,No,04-2024,No
eipk234022,875,No,07-2018,No
eipk234023,688,No,06-2018,No
eipk234024,659,No,05-2021,No
eipk234025,801,No,05-2019,No
eipk234026,847,No,07-2021,No
eipk234027,919,No,11-2023,No
eipk234028,901,No,06-2020,No
eipk234029,573,No,05-2020,No
eipk234030,851,No,06-2020,No
eipk234031,517,No,03-2022,No
eipk234032,639,No,06-2019,No
eipk234033,614,No,02-2024,No
eipk234034,827,No,08-2022,No
eipk234035,724,No,07-2022,No
eipk234036,545,No,01-2018,No
eipk234037,938,No,02-2019,No
eipk234038,537,No,07-2020,No
eipk234039,705,No,10-2023,No
eipk234040,885,No,07-2021,No
eipk234041,508,No,07-2021,No
eipk234042,752,No,01-2018,No
eipk234043,607,No,04-2018,No
eipk234044,888,No,11-2019,No
eipk234045,597,No,10-2021,No
eipk234046,774,No,05-2023,No
eipk234047,570,No,03-2020,No
eipk234048,538,No,10-2023,No
eipk234049,797,No,02-2018,No
eipk234050,900,No,03-2019,No
eipk234051,946,No,05-2018,No
eipk234052,589,No,10-2018,No
eipk234053,929,No,01-2020,No
eipk234054,718,No,04-2021,No
eipk234055,606,No,12-2021,No
eipk234056,975,No,03-2023,No
eipk234057,903,No,01-2019,No
eipk234058,953,No,01-2024,No
eipk234059,891,No,01-2019,No
eipk234060,595,No,03-2022,No
eipk234061,902,No,04-2024,No
eipk234062,531,No,08-2018,No
eipk234063,625,No,04-2022,No
eipk234064,646,No,01-2019,No
eipk234065,779,No,04-2021,No
eipk234066,523,No,05-2024,No
eipk234067,939,No,04-2019,No
eipk234068,708,No,02-2020,No
eipk234069,619,No,07-2022,No
eipk234070,773,No,03-2022,No
eipk234071,639,No,05-2018,No
eipk234072,796,No,12-2021,No
eipk234073,842,No,10-2021,No
eipk234074,931,No,05-2019,No
eipk234075,581,No,01-2019,No
eipk234076,947,No,06-2020,No
eipk234077,899,No,08-2022,No
eipk234078,707,No,12-2023,No
eipk234079,983,No,11-2022,No
eipk234080,906,No,11-2018,No
eipk234081,969,No,08-2023,No
eipk234082,922,No,11-2022,No
eipk234083,532,No,07-2023,No
eipk234084,523,No,11-2018,No
eipk234085,560,No,06-2023,No
eipk234086,810,No,02-2018,No
eipk234087,688,No,01-2024,No
eipk234088,583,No,02-2018,No
eipk234089,724,No,06-2021,No
eipk234090,978,No,08-2019,No
eipk234091,667,No,04-2020,No
eipk234092,685,No,10-2019,No
eipk234093,874,No,04-2024,No
eipk234094,571,No,02-2022,No
eipk234095,573,No,03-2018,No
eipk234096,884,No,07-2023,No
eipk234097,840,No,02-2019,No
eipk234098,652,No,09-2022,No
eipk234099,595,No,12-2018,No
eipk234100,552,No,09-2019,No
eipk234101,944,No,06-2020,No
eipk234102,673,No,04-2020,No
eipk234103,609,No,07-2019,No
eipk234104,957,No,11-2018,No
eipk234105,815,No,03-2020,No
eipk234106,550,No,02-2021,No
eipk234107,876,No,12-2021,No
eipk234108,752,No,10-2019,No
eipk234109,995,No,07-2019,No
eipk234110,572,No,06-2018,No
eipk234111,711,No,04-2024,No
eipk234112,931,No,12-2020,No
eipk234113,711,No,06-2018,No
eipk234114,750,No,08-2018,No
eipk234115,667,No,05-2020,No
eipk234116,762,No,05-2023,No
eipk234117,830,No,10-2018,No
eipk234118,968,No,04-2023,No
eipk234119,729,No,07-2023,No
eipk234120,738,No,01-2022,No
eipk234121,774,No,11-2023,No
eipk234122,993,No,03-2024,No
eipk234123,642,No,11-2021,No
eipk234124,569,No,04-2022,No
eipk234125,944,No,09-2019,No
eipk234126,811,No,01-2023,No
eipk234127,893,No,11-2020,No
eipk234128,673,No,01-2024,No
eipk234129,835,No,01-2018,No
eipk234130,608,No,05-2022,No
eipk234131,702,No,06-2022,No
eipk234132,684,No,03-2019,No
eipk234133,790,No,10-2018,No
eipk234134,827,No,01-2020,No
eipk234135,591,No,08-2022,No
eipk234136,758,No,06-2019,No
eipk234137,821,No,05-2018,No
eipk234138,936,No,07-2020,No
eipk234139,705,No,09-2018,No
eipk234140,551,No,05-2022,No
eipk234141,848,No,02-2022,No
eipk234142,680,No,10-2018,No
eipk234143,937,No,10-2022,No
eipk234144,802,No,07-2021,No
eipk234145,502,No,07-2023,No
eipk234146,948,No,01-2019,No
eipk234147,898,No,11-2019,No
eipk234148,583,No,03-2019,No
eipk234149,713,No,04-2019,No
eipk234150,533,No,03-2024,No
eipk234151,549,No,11-2022,No
eipk234152,788,No,07-2018,No
eipk234153,828,No,09-2018,No
eipk234154,758,No,01-2024,No
eipk234155,757,No,12-2018,No
eipk234156,887,No,05-2019,No
eipk234157,771,No,06-2019,No
eipk234158,681,No,07-2020,No
eipk234159,532,No,06-2020,No
eipk234160,764,No,03-2020,No
eipk234161,812,No,08-2018,No
eipk234162,539,No,01-2020,No
eipk234163,985,No,08-2021,No
eipk234164,807,No,01-2022,No
eipk234165,709,No,09-2023,No
eipk234166,771,No,07-2023,No
eipk234167,635,No,07-2019,No
eipk234168,586,No,09-2018,No
eipk234169,559,No,10-2022,No
eipk234170,663,No,09-2019,No
eipk234171,502,No,06-2020,No
eipk234172,514,No,04-2019,No
eipk234173,601,No,03-2021,No
eipk234174,754,No,10-2021,No
eipk234175,724,No,10-2022,No
eipk234176,709,No,03-2024,No
eipk234177,522,No,08-2023,No
eipk234178,734,No,03-2019,No
eipk234179,630,No,03-2018,No
eipk234180,657,No,05-2022,No
eipk234181,672,No,03-2019,No
eipk234182,516,No,05-2024,No
eipk234183,869,No,07-2022,No
eipk234184,941,No,02-2024,No
eipk234185,813,No,07-2018,No
eipk234186,979,No,03-2021,No
eipk234187,865,No,01-2022,No
eipk234188,684,No,05-2018,No
eipk234189,890,No,11-2021,No
eipk234190,922,No,10-2019,No
eipk234191,833,No,12-2018,No
eipk234192,941,No,09-2018,No
eipk234193,683,No,08-2019,No
eipk234194,642,No,07-2018,No
eipk234195,543,No,06-2020,No
eipk234196,511,No,09-2022,No
eipk234197,507,No,01-2018,No
eipk234198,579,No,10-2023,No
eipk234199,796,No,05-2019,No
eipk234200,661,No,07-2022,No
eipk234201,801,No,01-2021,No
eipk234202,715,No,02-2019,No
eipk234203,747,No,03-2024,No
eipk234204,528,No,02-2018,No
eipk234205,771,No,11-2020,No
eipk234206,632,No,11-2020,No
eipk234207,504,No,07-2022,No
eipk234208,743,No,06-2018,No
eipk234209,529,No,01-2024,No
eipk234210,616,No,11-2018,No
eipk234211,677,No,08-2023,No
eipk234212,997,No,02-2019,No
eipk234213,760,No,11-2020,No
eipk234214,734,No,06-2018,No
eipk234215,640,No,03-2024,No
eipk234216,982,No,08-2020,No
eipk234217,804,No,01-2021,No
eipk234218,844,No,10-2022,No
eipk234219,549,No,04-2024,No
eipk234220,769,No,08-2021,No
eipk234221,607,No,12-2020,No
eipk234222,545,No,02-2021,No
eipk234223,973,No,05-2024,No
eipk234224,581,No,12-2021,No
eipk234225,625,No,05-2018,No
eipk234226,583,No,07-2022,No
eipk234227,789,No,02-2018,No
eipk234228,570,No,09-2021,No
eipk234229,674,No,08-2023,No
eipk234230,815,No,05-2018,No
eipk234231,829,No,08-2022,No
eipk234232,962,No,06-2019,No
eipk234233,836,No,02-2023,No
eipk234234,894,No,12-2020,No
eipk234235,853,No,10-2021,No
eipk234236,590,No,06-2022,No
eipk234237,968,No,11-2022,No
eipk234238,850,No,04-2024,No
eipk234239,933,No,06-2020,No
eipk234240,748,No,02-2024,No
eipk234241,631,No,11-2021,No
eipk234242,668,No,05-2024,No
eipk234243,942,No,06-2018,No
eipk234244,559,No,06-2023,No
eipk234245,868,No,11-2020,No
eipk234246,836,No,08-2019,No
eipk234247,740,No,01-2021,No
eipk234248,689,No,11-2018,No
eipk234249,995,No,06-2021,No
eipk234250,839,No,08-2019,No
eipk234251,780,No,03-2018,No
eipk234252,731,No,04-2021,No
eipk234253,970,No,01-2022,No
eipk234254,962,No,02-2023,No
eipk234255,788,No,12-2022,No
eipk234256,774,No,11-2022,No
eipk234257,812,No,01-2020,No
eipk234258,514,No,07-2021,No
eipk234259,540,No,02-2020,No
eipk234260,952,No,12-2023,No
eipk234261,707,No,03-2021,No
eipk234262,559,No,02-2023,No
eipk234263,864,No,07-2022,No
eipk234264,739,No,05-2022,No
eipk234265,595,No,12-2018,No
eipk234266,777,No,11-2021,No
eipk234267,926,No,03-2020,No
eipk234268,659,No,07-2018,No
eipk234269,896,No,01-2019,No
eipk234270,921,No,05-2022,No
eipk234271,781,No,03-2021,No
eipk234272,999,No,07-2023,No
eipk234273,708,No,07-2019,No
eipk234274,632,No,11-2023,No
eipk234275,880,No,06-2022,No
eipk234276,932,No,05-2019,No
eipk234277,596,No,04-2023,No
eipk234278,718,No,04-2021,No
eipk234279,888,No,03-2022,No
eipk234280,984,No,10-2023,No
eipk234281,570,No,08-2021,No
eipk234282,931,No,02-2018,No
eipk234283,773,No,07-2019,No
eipk234284,850,No,05-2022,No
eipk234285,633,No,06-2019,No
eipk234286,565,No,01-2023,No
eipk234287,626,No,05-2022,No
eipk234288,704,No,12-2018,No
eipk234289,797,No,05-2019,No
eipk234290,616,No,05-2022,No
eipk234291,935,No,05-2022,No
eipk234292,766,No,07-2019,No
eipk234293,781,No,01-2024,No
eipk234294,648,No,06-2022,No
eipk234295,693,No,11-2022,No
eipk234296,667,No,02-2018,No
eipk234297,811,No,02-2020,No
eipk234298,873,No,06-2021,No
eipk234299,678,No,11-2023,No
eipk234300,647,No,06-2019,No
eipk234301,964,No,01-2021,No
eipk234302,963,No,06-2022,No
eipk234303,556,No,02-2024,No
eipk234304,989,No,08-2022,No
eipk234305,504,No,06-2023,No
eipk234306,513,No,07-2018,No
eipk234307,779,No,05-2019,No
eipk234308,998,No,06-2022,No
eipk234309,823,No,02-2022,No
eipk234310,935,No,03-2022,No
eipk234311,803,No,10-2019,No
eipk234312,715,No,08-2023,No
eipk234313,674,No,07-2023,No
eipk234314,815,No,04-2021,No
eipk234315,956,No,07-2018,No
eipk234316,502,No,10-2019,No
eipk234317,874,No,09-2018,No
eipk234318,636,No,01-2022,No
eipk234319,965,No,07-2023,No
eipk234320,599,No,06-2019,No
eipk234321,582,No,04-2020,No
eipk234322,779,No,12-2018,No
eipk234323,631,No,08-2019,No
eipk234324,892,No,08-2021,No
eipk234325,980,No,08-2019,No
eipk234326,500,No,01-2021,No
eipk234327,615,No,01-2020,No
eipk234328,998,No,04-2020,No
eipk234329,918,No,10-2021,No
eipk234330,701,No,09-2019,No
eipk234331,639,No,10-2021,No
eipk234332,645,No,05-2022,No
eipk234333,961,No,05-2018,No
eipk234334,765,No,01-2018,No
eipk234335,701,No,11-2023,No
eipk234336,901,No,08-2021,No
eipk234337,651,No,11-2023,No
eipk234338,884,No,06-2021,No
eipk234339,721,No,05-2022,No
eipk234340,578,No,09-2018,No
eipk234341,699,No,01-2023,No
eipk234342,749,No,01-2020,No
eipk234343,598,No,03-2019,No
eipk234344,965,No,01-2022,No
eipk234345,988,No,08-2018,No
eipk234346,899,No,10-2021,No
eipk234347,712,No,09-2019,No
eipk234348,642,No,02-2018,No
eipk234349,689,No,01-2022,No
eipk234350,888,No,07-2020,No
eipk234351,800,No,09-2021,No
eipk234352,873,No,03-2020,No
eipk234353,551,No,12-2018,No
eipk234354,954,No,02-2020,No
eipk234355,611,No,05-2019,No
eipk234356,634,No,10-2023,No
eipk234357,910,No,01-2021,No
eipk234358,972,No,03-2022,No
eipk234359,969,No,08-2022,No
eipk234360,611,No,03-2018,No
eipk234361,512,No,09-2021,No
eipk234362,772,No,07-2020,No
eipk234363,732,No,03-2021,No
eipk234364,543,No,09-2019,No
eipk234365,896,No,09-2020,No
eipk234366,973,No,09-2019,No
eipk234367,572,No,06-2019,No
eipk234368,760,No,05-2019,No
eipk234369,730,No,01-2018,No
eipk234370,532,No,12-2018,No
eipk234371,887,No,08-2019,No
eipk234372,975,No,01-2021,No
eipk234373,909,No,11-2020,No
eipk234374,567,No,07-2020,No
eipk234375,515,No,03-2019,No
eipk234376,984,No,02-2021,No
eipk234377,649,No,11-2018,No
eipk234378,791,No,02-2021,No
eipk234379,601,No,05-2018,No
eipk234380,685,No,01-2024,No
eipk234381,938,No,06-2023,No
eipk234382,918,No,09-2023,No
eipk234383,524,No,06-2020,No
eipk234384,571,No,12-2020,No
eipk234385,580,No,03-2020,No
eipk234386,560,No,03-2023,No
eipk234387,517,No,05-2023,No
eipk234388,741,No,02-2024,No
eipk234389,557,No,09-2019,No
eipk234390,831,No,05-2021,No
eipk234391,876,No,07-2018,No
eipk234392,556,No,09-2019,No
eipk234393,596,No,01-2019,No
eipk234394,714,No,04-2019,No
eipk234395,818,No,10-2022,No
eipk234396,511,No,12-2023,No
eipk234397,510,No,08-2019,No
eipk234398,896,No,07-2020,No
eipk234399,662,No,01-2019,No
eipk234400,782,No,06-2020,No
eipk234401,716,No,07-2023,No
eipk234402,859,No,05-2024,No
eipk234403,822,No,10-2023,No
eipk234404,740,No,11-2018,No
eipk234405,844,No,08-2023,No
eipk234406,544,No,03-2019,No
eipk234407,957,No,03-2018,No
eipk234408,580,No,06-2018,No
eipk234409,754,No,05-2024,No
eipk234410,566,No,04-2022,No
eipk234411,992,No,09-2019,No
eipk234412,905,No,06-2021,No
eipk234413,601,No,10-2019,No
eipk234414,961,No,07-2022,No
eipk234415,590,No,11-2021,No
eipk234416,541,No,03-2023,No
eipk234417,775,No,10-2023,No
eipk234418,803,No,11-2022,No
eipk234419,773,No,06-2020,No
eipk234420,883,No,09-2021,No
eipk234421,576,No,01-2022,No
eipk234422,733,No,08-2023,No
eipk234423,953,No,04-2023,No
eipk234424,701,No,01-2023,No
eipk234425,984,No,03-2021,No
eipk234426,720,No,11-2021,No
eipk234427,761,No,06-2019,No
eipk234428,538,No,09-2022,No
eipk234429,510,No,05-2020,No
eipk234430,611,No,05-2021,No
eipk234431,908,No,08-2023,No
eipk234432,607,No,11-2023,No
eipk234433,991,No,12-2023,No
eipk234434,593,No,08-2019,No
eipk234435,810,No,03-2020,No
eipk234436,583,No,07-2023,No
eipk234437,557,No,09-2019,No
eipk234438,792,No,07-2021,No
eipk234439,515,No,06-2021,No
eipk234440,978,No,04-2021,No
eipk234441,976,No,01-2020,No
eipk234442,825,No,06-2019,No
eipk234443,592,No,08-2021,No
eipk234444,979,No,04-2020,No
eipk234445,956,No,09-2021,No
eipk234446,664,No,04-2019,No
eipk234447,936,No,10-2018,No
eipk234448,714,No,03-2023,No
eipk234449,643,No,11-2023,No
eipk234450,773,No,03-2024,No
eipk234451,902,No,02-2020,No
eipk234452,927,No,03-2024,No
eipk234453,885,No,04-2018,No
